,IM,MaxDrift,MaxAbsAccel,ResDrift
0,0.45603832602500916,0.013980545280775214,2.0725806189664953,0.001140903680370354
1,0.20950740575790405,0.008288145356123005,0.8981291794275116,0.0002697889482570347
2,0.08669719845056534,0.0006569379648244645,0.4871644978000326,8.919202027652275e-07
3,0.4045559763908386,0.030120506568588893,1.7441668657081415,0.004572557087346223
4,0.3123700022697449,0.026496054786402462,2.4919541109930714,0.0015095603307847243
5,0.2560202479362488,0.015393947439785982,1.3331594353659038,0.000473779280722601
6,0.33577588200569153,0.006079934305230157,0.8108095787204865,0.00024116627630820094
7,0.39619186520576477,0.0038556536489863197,0.5851269435589505,0.000566770339820047
8,0.2903469204902649,0.00924443093366065,0.9073159544019734,0.0005855588198460836
9,0.40603044629096985,0.008592253612917242,0.95032933976574,0.0008411810376824158
10,1.1322576999664307,0.06020016783364882,2.722525565483602,0.004305391408580763
11,0.8634310960769653,0.0636267286966023,2.8942497217311103,0.005664070578294131
12,0.5290635228157043,0.030249192409006885,2.555937986132763,0.004944755626023247
13,0.16025876998901367,0.0036369276484923335,0.7483433954749196,0.002707941740226704
14,0.7552908062934875,0.038070926048103915,2.686808825257569,0.003228852419246938
15,0.44565698504447937,0.009980498585462301,1.1148020718686507,0.0025384681734389766
16,0.09014203399419785,0.0024769376338566467,0.6773753621336241,0.0001986931126174111
17,0.1965990513563156,0.002475413326391773,0.5782816729480863,0.0001519446354432989
18,0.8373424410820007,0.04410627826497064,2.653104563398109,0.0037190992390369296
19,0.44908371567726135,0.011974811106427717,1.3696490017988199,0.0009867835034102577
20,0.3332962691783905,0.016503126146830523,1.658642418558328,0.0004598530895225772
21,0.7322189211845398,0.013101045405316154,1.5368156572470042,0.000717514417339912
22,0.08833598345518112,0.001977840544998733,0.6291564298933299,0.00025204067970557376
23,0.1922348588705063,0.006265504898233703,0.8319853606314617,0.0018747215289027508
24,0.2510179281234741,0.006125984107220485,0.7667820489710924,0.00039410257182453403
25,0.4839445948600769,0.020277648061823784,1.8058317038039242,0.0013696162619992968
26,0.6329831480979919,0.015718367942643828,1.2745157947424812,0.001141817083314726
27,0.42233720421791077,0.008438250668986938,1.0131755127608948,0.0007627174331876601
28,0.6923455595970154,0.01145569551061358,1.3078887364385587,0.0009239834832736898
29,0.3025597035884857,0.016620825634541838,1.932226053070918,0.00048472122306187043
30,0.2216259092092514,0.003222092523992925,0.5431388396970004,0.0001889318655063444
31,0.13425222039222717,0.00564621412771833,0.6759752617752572,0.000242256514706398
32,0.47312432527542114,0.009262641673646438,1.0140515100965732,0.0004091711534330945
33,0.2742163836956024,0.003244211435797956,0.5564899284725302,0.000696649326665377
34,0.23289598524570465,0.007222181125493443,1.206043588318838,0.0007583590988632687
35,0.47173604369163513,0.004248934748191025,0.7741158460106341,0.0003449815993348352
36,0.5022915005683899,0.02212197275468949,1.9005275856920296,0.001385276360125604
37,0.38193395733833313,0.018930745797688796,1.5437590304417987,0.0020737414281316105
38,0.9659243822097778,0.028072683903978397,1.6765425561924396,0.0015892422635767072
39,0.46763962507247925,0.0031592438780672083,0.7854624329444034,0.00014720722554431578
40,0.1031130999326706,0.007343842007216317,1.2577107556401277,0.0024920598320150797
41,0.6177347302436829,0.0183885091768839,1.8383526966051933,0.0013392319884612714
42,0.17199373245239258,0.004322895521474937,0.9355977314425306,0.0004925748951888515
43,0.07592767477035522,0.0017066722769209196,0.6568581435409947,4.7129889463423375e-05
44,0.2612032890319824,0.006737801686864457,1.5547538616112937,0.0006399582645700312
45,0.25262880325317383,0.004212837855714197,0.7431554765866512,0.0005526537623426733
46,0.3608394265174866,0.018680540747573554,1.710974864351301,0.0010389380471015576
47,0.4430922269821167,0.025199370471488465,2.8178592386429537,0.001449995126683738
48,0.49051159620285034,0.012930693426099977,1.2283984082535422,0.0012483147050632404
49,0.3958092927932739,0.008691532737951918,1.1468690369069685,0.0005753044412974434
50,0.27947813272476196,0.021299677266435682,1.495086292468656,0.0005355681227948024
51,0.38530758023262024,0.021469466905816526,1.516163755878679,0.0012562837669625657
52,0.260608971118927,0.006381540126380103,1.2323605816228844,0.003353869600608009
53,0.6392084360122681,0.016252553350777018,1.260185223817654,0.0008561526272614404
54,0.37974047660827637,0.03940577315800196,1.7271376903247277,0.004036757260444165
55,0.3037993311882019,0.00851440653602561,1.128921179955523,0.0009871707173786913
56,0.2479764223098755,0.0030896658547988755,0.6542889886152076,0.0007123895830800973
57,0.6119111180305481,0.02134702799837926,1.5817495483048065,0.0012925031506130266
58,0.16429701447486877,0.0028757776951846567,0.5428211292914882,5.7340297934342904e-05
59,0.3979269862174988,0.006411407243028416,1.0366489372643126,0.00016526648061175738
60,0.3862704932689667,0.019934292546170473,2.400167410820661,0.0020450069669790153
61,0.19576284289360046,0.005698709583292035,0.9615215802727025,0.0004588900930839627
62,0.25339987874031067,0.016796514504869502,1.2352743122543188,0.0020628525719943555
63,0.32618916034698486,0.0052420378524429285,0.903632803056187,0.0004406643468873886
64,0.5301159024238586,0.017189830159680935,1.8748282642558018,0.0010175294771310878
65,0.4969024062156677,0.024538231604578797,1.435997114747024,0.003608856031862097
66,0.1316985785961151,0.004135111670145201,0.6059875587908918,7.137167858246812e-05
67,0.650084912776947,0.029480600046800292,2.897353579216619,0.0033895638398168436
68,0.6815820336341858,0.020855989227942805,2.0697849388620546,0.001464516575902375
69,0.43857941031455994,0.006273108458465088,0.9858543765215543,0.00045856626136341885
70,0.18015743792057037,0.003051928854915352,0.539058605357044,0.0005216819391555706
71,0.18920685350894928,0.00504267785232227,0.691702775703047,0.000682203714470218
72,0.5858591794967651,0.0073242664884370645,1.0793283706902033,0.0002936849665852343
73,0.34165307879447937,0.006441482469650956,0.9117755619830568,0.0009671124877933175
74,0.3264680802822113,0.01455935951436949,1.2682993490878678,0.003674558650153719
75,0.3084252178668976,0.009774644177965816,1.2572831893166156,0.0005526970428111895
76,0.36327874660491943,0.006497255207658767,1.1943333965756864,0.00029285961422806644
77,0.4343518316745758,0.035663316029210586,2.0804439748569217,0.004401629005307569
78,0.27022990584373474,0.015842219634063882,1.163387697661965,0.002361753185254024
79,0.3402455151081085,0.009359603915941254,1.618492042991231,0.0002840386720746447
80,0.14329372346401215,0.006436743096921458,1.083005793215569,0.002147887371837514
81,0.33931925892829895,0.011187599615197262,1.2001958559117305,0.0005535920167614646
82,0.060158394277095795,0.0019616172425573567,0.6514463729173654,0.00011068926573333915
83,0.7772749066352844,0.025660955373997724,1.9532186837246868,0.0017900310916537277
84,0.3432210683822632,0.005403312746107277,0.8257569079997864,0.00030143594892629883
85,0.48381927609443665,0.014578829367660287,1.4476866066681457,0.0018444364079400256
86,0.29146650433540344,0.005886533671294805,1.0331743387399506,0.0007987596461741707
87,0.8112294673919678,0.0380448768316053,2.3404120736326126,0.0029948754810727963
88,0.1835041046142578,0.0042462403243302424,0.755518741109805,0.0001679070974929638
89,0.3483750522136688,0.009164349539442573,0.8836506087003859,0.0005560979039889924
90,0.1365821808576584,0.0027254467722859768,0.7069880889340322,0.0005330293756771768
91,0.26468485593795776,0.004019471973747912,0.8425746404001035,0.00029928174534497555
92,0.19223903119564056,0.005360129766219951,1.412566742549733,0.00026107676754441795
93,0.5164512395858765,0.007776025900957149,1.0996556429455657,0.0003744868211226054
94,0.18940460681915283,0.0036407704005746618,0.8496326561701831,0.00018787130381368582
95,0.1723913699388504,0.0052934648261490835,1.0781534529435637,0.00033521872865907104
96,0.37033528089523315,0.005692791762162374,1.026342709856476,0.0007626304736497141
97,0.15522707998752594,0.004631959302555782,0.786830752758908,0.00011805301309218736
98,0.17544583976268768,0.005995571332401935,0.6952500636733967,0.0014696976816725993
99,0.30163300037384033,0.00428646987832389,0.7462412283626284,0.0008992108355200283
100,0.19449307024478912,0.009128568220927537,1.223186799484747,0.000918814494343674
101,0.32498839497566223,0.0162305013035645,1.42588514502993,0.001745871383971856
102,0.1436096876859665,0.007101960446054405,0.8526935374697212,0.0008312601821339045
103,0.18159173429012299,0.004580445889028437,0.7455055222036592,0.000470190585117126
104,0.16101901233196259,0.0036086194208865955,0.6799146388270264,0.00033992054014406366
105,0.8156225681304932,0.02804588974933256,2.126074556804085,0.002025332328142966
