damping ratio,Hysteretic curve type,"Hysteretic parameter, tao",Typical story height (m),T1 (s),Cs
0.05,Pinching,0.5,3.6576000000000004,0.2,0.2
No. of story,Floor mass (kg),Elastic shear stiffness (N/m),Design shear force (N),Design displacement (m),Yield shear force (N),Yield displacement (m),Ultimate shear force (N),Ultimage displacement (m),Complete damage displacement (m)
1,1912200.0,1885352711.9999998,3747912.0000000014,0.0019879102600511185,5621868.000000002,0.0029818653900766778,11243736.000000004,0.04770984624122685,0.29260800000000003
